"","trial_type","condition","chapter_num","page_content","query_predicate1","query_predicate2","question_order","conjunct_order","response1","response2","rt","kind","predicate_1","predicate_2","chapter","quantifier","workerid","memory_fail","slider_fail","bad_expln","n_correct","bad_ratings"
"545","filler","uninterrupted",20,"Mupors are <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6"">very</i> social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","same","reverse",0.91,0.88,8696,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","9b53fbf4be0e9dc0ecb5db3222388b55",FALSE,TRUE,TRUE,7,FALSE
"546","critical","pp",21,"Kweps hunt in packs. Even though they are pack animals, <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-3"">all</i> of them have their own unique preferences.  They hunt <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">at</i> night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on tunkel and on xorfun.","chew on xorfun","chew on tunkel","reverse","reverse",0.72,0.71,9597,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","9b53fbf4be0e9dc0ecb5db3222388b55",FALSE,TRUE,TRUE,7,FALSE
"547","filler","uninterrupted",22,"The morseth lives part of its life in the sea and part of its life on land. <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-3"">All</i> morseths come on land to find mates. Most morseths build permanent structures called fendles in order to bury their dead.","build permanent structures called fendles","come on land to find mates","same","reverse",0.84,0.85,12486,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","9b53fbf4be0e9dc0ecb5db3222388b55",FALSE,TRUE,TRUE,7,FALSE
"548","critical","pp",23,"Ollers spend most of their lives in water, but <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-4"">occasionally</i> come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-3"">one</i> of each kind of tool. While on land, ollers carry their young in guklags and in trullets.","carry their young in guklags","carry their young in trullets","reverse","same",0.75,0.73,9119,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","9b53fbf4be0e9dc0ecb5db3222388b55",FALSE,TRUE,TRUE,7,FALSE
"549","filler","uninterrupted",24,"Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute","tolerate apaffs to some extent","same","same",0.74,0.67,10967,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","9b53fbf4be0e9dc0ecb5db3222388b55",FALSE,TRUE,TRUE,7,FALSE
"550","critical","np",25,"Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes unlike any <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6"">other</i> continent on Dax. Mooks have territories <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-2"">at</i> the tops of tall mountains and the bottom of deep canyons.","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","reverse","same",0.85,0.81,9032,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","9b53fbf4be0e9dc0ecb5db3222388b55",FALSE,TRUE,TRUE,7,FALSE
"551","filler","uninterrupted",1,"Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands","fly towards the mountains in search of food","same","same",1,1,17919,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"552","filler","uninterrupted",2,"Zorf the mapmaker lives in Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town","live in the residential quarter","same","reverse",1,0.73,18827,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"553","critical","pp",3,"The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Daith religion and to the Caboo religion.","ascribe to the Caboo religion","ascribe to the Daith religion","same","reverse",0.74,0.59,18180,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"554","filler","uninterrupted",4,"Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert","are very hard to find","same","reverse",0.87,1,15170,"wopis","live in the desert","are very hard to find","Wopis","all","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"555","critical","vp",5,"The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Farza guild and are part of the Tinno guild.","are part of the Tinno guild","are part of the Farza guild","reverse","reverse",0.81,0.83,27779,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"556","filler","uninterrupted",6,"Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga","are attacked by other creatures","reverse","same",0.8,0.84,21161,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"557","filler","uninterrupted",7,"Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones","fly","same","same",1,1,15705,"blins","have hollow bones","fly","Blins","all","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"558","critical","pp",8,"Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes unlike any other continent on Dax. Mooks have territories at the tops of tall mountains and at the bottom of deep canyons.","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","same","same",0.71,0.66,18540,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"559","filler","uninterrupted",9,"The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax","last a long time","same","reverse",0.72,0.67,26100,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"560","critical","pp",10,"Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as fishermen and as stup-herders.","are stup-herders","are fishermen","reverse","reverse",0.67,0.76,9181,"Krens","are stup-herders","are fishermen","Finding food","generic","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"561","filler","uninterrupted",11,"Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute","tolerate apaffs to some extent","reverse","reverse",0.78,0.85,9631,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"562","critical","np",12,"The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant soroneeks and fujusi.","flood their fields to plant fujusi","flood their fields to plant soroneeks","reverse","reverse",0.78,0.79,108193,"farmers in the springtime","flood their fields to plant fujusi","flood their fields to plant soroneeks","Agriculture","generic","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"563","filler","uninterrupted",13,"Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes","come close to kazzes","reverse","reverse",0,0.84,15305,"feps","eat kazzes","come close to kazzes","Kazzes","none","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"564","filler","uninterrupted",14,"Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint","admire Wint","same","same",1,0.87,11625,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"565","critical","vp",15,"Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with bumpy skin and produce fruit with smooth skin.","produce fruit with bumpy skin","produce fruit with smooth skin","reverse","same",0.82,0.83,23547,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"566","filler","uninterrupted",16,"The morseth lives part of its life in the sea and part of its life on land. All morseths come on land to find mates. Most morseths build permanent structures called fendles in order to bury their dead.","build permanent structures called fendles","come on land to find mates","reverse","reverse",0.82,0.99,12091,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"567","critical","pp",17,"Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on tunkel and on xorfun.","chew on xorfun","chew on tunkel","reverse","reverse",0.76,0.82,12712,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"568","filler","uninterrupted",18,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","same","same",0.83,0.84,8825,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"569","critical","vp",19,"Glippets are large creatures with a life-span of about sixty years. They live on the northern continent of Este and live on the southern continent of Caro.","live on the continent of Caro","live on the continent of Este","same","reverse",0.88,0.83,8634,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"570","filler","uninterrupted",20,"Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year","have purple petals","same","same",0.88,0.86,9394,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"571","critical","vp",21,"Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in the abandoned burrows of other animals and hibernate in fallen logs.","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","same","reverse",0.91,0.91,10283,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"572","filler","uninterrupted",22,"Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans","live for a very long time","reverse","same",1,1,11874,"supools","live in the oceans","live for a very long time","Supools","all","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"573","critical","np",23,"Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in droops and gluers.","build nests in gluers","build nests in droops","same","reverse",0.95,0.91,9363,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"574","filler","uninterrupted",24,"Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon","are provided for by Zorxon","reverse","same",0.94,0.92,11296,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"575","critical","vp",25,"Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and carry their young in trullets.","carry their young in guklags","carry their young in trullets","same","same",0.94,0.93,11136,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","e939e85066823b64bdde1c15784f9de9",FALSE,FALSE,FALSE,7,FALSE
"576","filler","uninterrupted",1,"Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans","live for a very long time","reverse","same",1,1,41996,"supools","live in the oceans","live for a very long time","Supools","all","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"577","filler","uninterrupted",2,"Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes","come close to kazzes","same","reverse",0,0,31930,"feps","eat kazzes","come close to kazzes","Kazzes","none","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"578","critical","np",3,"Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and droops.","build nests in gluers","build nests in droops","same","same",0.5,0.5,70247,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"579","filler","uninterrupted",4,"Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint","admire Wint","reverse","reverse",1,1,26688,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"580","critical","np",5,"The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant fujusi and soroneeks.","flood their fields to plant fujusi","flood their fields to plant soroneeks","same","same",0.5,0.5,56685,"farmers in the springtime","flood their fields to plant fujusi","flood their fields to plant soroneeks","Agriculture","generic","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"581","filler","uninterrupted",6,"Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year","have purple petals","same","reverse",0.75,0.75,46811,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"582","filler","uninterrupted",7,"The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax","last a long time","reverse","reverse",0,0,36874,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"583","critical","vp",8,"Glippets are large creatures with a life-span of about sixty years. They live on the southern continent of Caro and live on the northern continent of Este.","live on the continent of Caro","live on the continent of Este","same","same",0.5,0.5,40835,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"584","filler","uninterrupted",9,"The morseth lives part of its life in the sea and part of its life on land. All morseths come on land to find mates. Most morseths build permanent structures called fendles in order to bury their dead.","build permanent structures called fendles","come on land to find mates","reverse","reverse",0.93,1,38898,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"585","critical","s",10,"The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Caboo religion and they ascribe to the Daith religion.","ascribe to the Caboo religion","ascribe to the Daith religion","same","same",0.5,0.5,25360,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"586","filler","uninterrupted",11,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","reverse","same",0.83,0.8,34311,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"587","critical","pp",12,"Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes unlike any other continent on Dax. Mooks have territories at the bottom of deep canyons and at the tops of tall mountains.","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","same","reverse",0.5,0.5,30519,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"588","filler","uninterrupted",13,"Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones","fly","same","reverse",1,1,21398,"blins","have hollow bones","fly","Blins","all","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"589","critical","vp",14,"Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs and hibernate in the abandoned burrows of other animals.","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","reverse","same",0.5,0.5,39132,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"590","filler","uninterrupted",15,"Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon","are provided for by Zorxon","same","same",1,1,30642,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"591","filler","uninterrupted",16,"Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute","tolerate apaffs to some extent","reverse","reverse",0.87,0.81,35723,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"592","critical","pp",17,"Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as fishermen and as stup-herders.","are stup-herders","are fishermen","reverse","reverse",0.5,0.5,72530,"Krens","are stup-herders","are fishermen","Finding food","generic","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"593","filler","uninterrupted",18,"Zorf the mapmaker lives in Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town","live in the residential quarter","same","reverse",1,1,43567,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"594","critical","np",19,"The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Tinno guild and the Farza guild.","are part of the Tinno guild","are part of the Farza guild","same","same",0.5,0.5,26416,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"595","filler","uninterrupted",20,"Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert","are very hard to find","reverse","same",1,1,19497,"wopis","live in the desert","are very hard to find","Wopis","all","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"596","critical","pp",21,"Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and in trullets.","carry their young in guklags","carry their young in trullets","reverse","same",0.5,0.5,35583,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"597","filler","uninterrupted",22,"Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga","are attacked by other creatures","reverse","same",0,0,53882,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"598","critical","vp",23,"Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on tunkel and chew on xorfun.","chew on xorfun","chew on tunkel","same","reverse",1,1,33497,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"599","filler","uninterrupted",24,"Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands","fly towards the mountains in search of food","reverse","reverse",1,1,29422,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"600","critical","pp",25,"Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with smooth skin and with bumpy skin.","produce fruit with bumpy skin","produce fruit with smooth skin","reverse","reverse",0.5,0.5,42919,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","7fcdeb660933916fbf28803a4c73c774",FALSE,FALSE,FALSE,9,FALSE
"601","filler","uninterrupted",1,"Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands","fly towards the mountains in search of food","same","reverse",1,1,14439,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"602","filler","uninterrupted",2,"Zorf the mapmaker lives in Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town","live in the residential quarter","reverse","reverse",0.64,1,15133,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"603","critical","pp",3,"The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant soroneeks and to plant fujusi.","flood their fields to plant fujusi","flood their fields to plant soroneeks","reverse","reverse",0,0,25890,"farmers in the springtime","flood their fields to plant fujusi","flood their fields to plant soroneeks","Agriculture","generic","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"604","filler","uninterrupted",4,"Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga","are attacked by other creatures","same","same",0,0,39054,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"605","critical","s",5,"The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Farza guild and basket weavers are part of the Tinno guild.","are part of the Tinno guild","are part of the Farza guild","same","reverse",0.51,0.52,19652,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"606","filler","uninterrupted",6,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","reverse","reverse",0.69,0.78,28916,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"607","critical","pp",7,"Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on tunkel and on xorfun.","chew on xorfun","chew on tunkel","same","reverse",1,1,12549,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"608","filler","uninterrupted",8,"Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert","are very hard to find","same","reverse",1,1,10532,"wopis","live in the desert","are very hard to find","Wopis","all","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"609","critical","s",9,"Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as stup-herders and Krens work as fishermen.","are stup-herders","are fishermen","reverse","same",0.61,0.63,12864,"Krens","are stup-herders","are fishermen","Finding food","generic","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"610","filler","uninterrupted",10,"Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year","have purple petals","same","same",0.75,0.82,70705,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"611","critical","s",11,"Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes unlike any other continent on Dax. Mooks have territories at the bottom of deep canyons and mooks have territories at the tops of tall mountains.","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","same","reverse",0.55,0.56,284395,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"612","filler","uninterrupted",12,"Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans","live for a very long time","same","same",1,1,13409,"supools","live in the oceans","live for a very long time","Supools","all","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"613","critical","np",13,"Glippets are large creatures with a life-span of about sixty years. They live on the southern continent of Caro and the northern continent of Este.","live on the continent of Caro","live on the continent of Este","reverse","same",0.6,0.58,18231,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
